"state","county","sex","total_arc_mean","total_arc_lb","total_arc_ub","daily_arc_mean","daily_arc_lb","daily_arc_ub"
"New Mexico","Los Alamos County","Males",-0.94,-2.54,0.66,-2.47,-4.26,-0.67
"New Mexico","Los Alamos County","Females",-2.38,-4.32,-0.32,-3.14,-5.55,-0.7
"New Mexico","Los Alamos County","Both",-1.68,-3.42,0.16,-2.82,-4.97,-0.69
"New Mexico","Luna County","Males",-0.16,-1.53,1.28,-1.39,-2.92,0.08
"New Mexico","Luna County","Females",-1.64,-3.51,0.19,-1.87,-4.06,0.19
"New Mexico","Luna County","Both",-0.84,-2.43,0.75,-1.61,-3.45,0.09
"New Mexico","McKinley County","Males",-0.89,-2.18,0.34,-1.74,-3.25,-0.07
"New Mexico","McKinley County","Females",-1.02,-2.76,0.59,-1.89,-3.83,0.21
"New Mexico","McKinley County","Both",-0.94,-2.42,0.46,-1.8,-3.5,0.04
"New Mexico","Mora County","Males",-0.83,-2.48,0.71,-2.01,-3.91,-0.15
"New Mexico","Mora County","Females",-0.96,-3.24,1.19,-0.81,-3.35,1.69
"New Mexico","Mora County","Both",-0.88,-2.78,0.89,-1.53,-3.63,0.51
"New Mexico","Otero County","Males",-0.75,-1.88,0.46,-1.69,-3.02,-0.37
"New Mexico","Otero County","Females",-0.7,-2.02,0.76,-1.61,-3.19,-0.05
"New Mexico","Otero County","Both",-0.73,-1.93,0.6,-1.65,-3.13,-0.24
"New Mexico","Quay County","Males",-0.52,-1.92,0.78,-1.5,-3.04,0.09
"New Mexico","Quay County","Females",-0.95,-2.88,0.88,-1.73,-3.82,0.39
"New Mexico","Quay County","Both",-0.71,-2.35,0.82,-1.61,-3.38,0.25
"New Mexico","Rio Arriba County","Males",-0.51,-1.83,0.74,-1.38,-2.89,0.21
"New Mexico","Rio Arriba County","Females",-1.25,-2.92,0.47,-1.61,-3.72,0.53
"New Mexico","Rio Arriba County","Both",-0.84,-2.3,0.61,-1.48,-3.24,0.28
"New Mexico","Roosevelt County","Males",-0.37,-1.68,0.95,-1.01,-2.5,0.49
"New Mexico","Roosevelt County","Females",-0.7,-2.33,0.98,-1.56,-3.53,0.3
"New Mexico","Roosevelt County","Both",-0.53,-1.96,0.92,-1.27,-2.96,0.32
"New Mexico","Sandoval County","Males",-1.04,-2.21,0.03,-2.51,-3.8,-1.3
"New Mexico","Sandoval County","Females",-2.22,-3.52,-1.02,-2.84,-4.37,-1.35
"New Mexico","Sandoval County","Both",-1.61,-2.86,-0.46,-2.68,-4.08,-1.36
"New Mexico","San Juan County","Males",-0.23,-1.38,0.84,-1.06,-2.3,0.22
"New Mexico","San Juan County","Females",-0.4,-1.74,0.84,-1.1,-2.6,0.49
"New Mexico","San Juan County","Both",-0.31,-1.56,0.83,-1.08,-2.46,0.36
"New Mexico","San Miguel County","Males",-0.47,-1.9,0.93,-1.8,-3.57,-0.31
"New Mexico","San Miguel County","Females",-0.79,-2.78,1.21,-1.09,-3.52,1.03
"New Mexico","San Miguel County","Both",-0.6,-2.27,1.05,-1.52,-3.57,0.15
"New Mexico","Santa Fe County","Males",-1.09,-2.29,0.06,-2.23,-3.67,-0.83
"New Mexico","Santa Fe County","Females",-2.14,-3.5,-0.77,-2.57,-4.3,-0.84
"New Mexico","Santa Fe County","Both",-1.56,-2.84,-0.31,-2.38,-3.94,-0.86
"New Mexico","Sierra County","Males",-0.85,-2.18,0.49,-1.82,-3.28,-0.22
"New Mexico","Sierra County","Females",-0.48,-2.2,1.28,-1.74,-3.67,0.27
"New Mexico","Sierra County","Both",-0.67,-2.19,0.86,-1.78,-3.47,-0.02
"New Mexico","Socorro County","Males",-0.43,-1.74,0.88,-1.42,-2.92,0.16
"New Mexico","Socorro County","Females",0.1,-1.63,1.81,-1.02,-2.96,1.08
"New Mexico","Socorro County","Both",-0.18,-1.71,1.33,-1.23,-2.93,0.57
"New Mexico","Taos County","Males",-1.05,-2.51,0.4,-1.81,-3.41,-0.07
"New Mexico","Taos County","Females",-1.14,-3.1,0.77,-1.27,-3.48,1.05
"New Mexico","Taos County","Both",-1.09,-2.77,0.57,-1.58,-3.47,0.42
"New Mexico","Torrance County","Males",-0.3,-1.57,0.95,-1.35,-2.89,0.12
"New Mexico","Torrance County","Females",-0.25,-1.93,1.45,-1.09,-3.12,0.86
"New Mexico","Torrance County","Both",-0.28,-1.73,1.16,-1.22,-3.05,0.45
"New Mexico","Union County","Males",-0.27,-1.59,1.16,-1.36,-3.02,0.24
"New Mexico","Union County","Females",-0.4,-2.22,1.59,-1,-3.19,1.28
"New Mexico","Union County","Both",-0.33,-1.89,1.36,-1.19,-3.05,0.65
"New Mexico","Valencia County","Males",-1.32,-2.36,-0.16,-2.6,-3.88,-1.26
"New Mexico","Valencia County","Females",-1.07,-2.35,0.46,-1.69,-3.22,0.14
"New Mexico","Valencia County","Both",-1.21,-2.36,0.11,-2.19,-3.6,-0.67
"New York","","Males",-1.66,-1.99,-1.33,-3.08,-3.44,-2.71
"New York","","Females",-2.07,-2.45,-1.69,-3.33,-3.75,-2.87
"New York","","Both",-1.85,-2.2,-1.5,-3.2,-3.57,-2.78
"New York","Albany County","Males",-2,-3.44,-0.64,-3.32,-4.85,-1.84
"New York","Albany County","Females",-1.89,-3.61,-0.19,-3.18,-5.03,-1.36
"New York","Albany County","Both",-1.94,-3.51,-0.42,-3.25,-4.9,-1.64
"New York","Allegany County","Males",-0.68,-2.09,0.74,-1.88,-3.47,-0.28
"New York","Allegany County","Females",-0.61,-2.46,1.29,-1.08,-3.18,1.11
"New York","Allegany County","Both",-0.64,-2.27,1,-1.49,-3.31,0.32
"New York","Bronx County","Males",-1.28,-2.34,-0.12,-2.55,-3.96,-1.18
"New York","Bronx County","Females",-1.97,-3.25,-0.65,-3.54,-5.18,-1.88
"New York","Bronx County","Both",-1.58,-2.74,-0.35,-2.98,-4.42,-1.5
"New York","Broome County","Males",-1.65,-2.92,-0.33,-2.62,-4.11,-1.29
"New York","Broome County","Females",-0.29,-1.93,1.47,-0.95,-2.85,0.92
"New York","Broome County","Both",-0.99,-2.44,0.57,-1.81,-3.48,-0.26
"New York","Cattaraugus County","Males",-0.75,-2.02,0.49,-1.99,-3.39,-0.52
"New York","Cattaraugus County","Females",-0.15,-1.81,1.55,-0.89,-2.69,1.1
"New York","Cattaraugus County","Both",-0.46,-1.91,0.96,-1.45,-3.06,0.22
"New York","Cayuga County","Males",-1.06,-2.4,0.22,-1.93,-3.4,-0.57
"New York","Cayuga County","Females",-1.8,-3.61,-0.09,-3.16,-5.07,-1.2
"New York","Cayuga County","Both",-1.42,-2.97,0.03,-2.52,-4.16,-0.87
"New York","Chautauqua County","Males",-0.76,-2.08,0.46,-2.18,-3.64,-0.75
"New York","Chautauqua County","Females",-0.39,-2.05,1.22,-1.59,-3.52,0.46
"New York","Chautauqua County","Both",-0.57,-2.06,0.83,-1.88,-3.56,-0.18
"New York","Chemung County","Males",-1.28,-2.56,0.07,-2.4,-3.87,-0.95
"New York","Chemung County","Females",-1.28,-3.03,0.53,-1.99,-3.93,-0.05
"New York","Chemung County","Both",-1.28,-2.78,0.25,-2.21,-3.92,-0.59
"New York","Chenango County","Males",-1.22,-2.59,0.11,-2.18,-3.8,-0.7
"New York","Chenango County","Females",-0.56,-2.43,1.22,-1.37,-3.57,0.6
"New York","Chenango County","Both",-0.9,-2.52,0.67,-1.78,-3.69,-0.13
"New York","Clinton County","Males",-1.5,-2.98,-0.13,-2.24,-3.79,-0.7
"New York","Clinton County","Females",-2.54,-4.53,-0.63,-3.03,-5.15,-0.97
"New York","Clinton County","Both",-1.99,-3.71,-0.36,-2.62,-4.42,-0.89
"New York","Columbia County","Males",-1.58,-3.02,-0.26,-2.65,-4.2,-1.08
"New York","Columbia County","Females",-1.4,-3.28,0.36,-2.6,-4.7,-0.51
"New York","Columbia County","Both",-1.49,-3.12,0.04,-2.63,-4.41,-0.85
"New York","Cortland County","Males",-1.46,-2.91,-0.05,-2.54,-4.03,-1.01
"New York","Cortland County","Females",-1.54,-3.48,0.38,-2.74,-4.91,-0.73
"New York","Cortland County","Both",-1.5,-3.19,0.16,-2.64,-4.48,-0.9
"New York","Delaware County","Males",-1.18,-2.45,0.17,-2.19,-3.77,-0.73
"New York","Delaware County","Females",-0.42,-2.08,1.37,-1.31,-3.36,0.7
"New York","Delaware County","Both",-0.8,-2.25,0.75,-1.75,-3.53,-0.06
"New York","Dutchess County","Males",-1.42,-2.73,-0.05,-2.79,-4.31,-1.22
"New York","Dutchess County","Females",-2.15,-3.85,-0.34,-2.96,-4.99,-0.88
"New York","Dutchess County","Both",-1.75,-3.26,-0.16,-2.87,-4.59,-1.13
"New York","Erie County","Males",-1.39,-2.55,-0.25,-2.85,-4.06,-1.55
"New York","Erie County","Females",-2.36,-3.6,-1.1,-3.18,-4.57,-1.7
"New York","Erie County","Both",-1.86,-3.06,-0.66,-3.01,-4.27,-1.63
"New York","Essex County","Males",-1.41,-2.85,0,-2.35,-4.01,-0.72
"New York","Essex County","Females",-2.27,-4.3,-0.29,-2.62,-4.86,-0.31
"New York","Essex County","Both",-1.81,-3.53,-0.14,-2.48,-4.37,-0.54
"New York","Franklin County","Males",-1.43,-2.83,-0.14,-2.38,-3.93,-0.95
"New York","Franklin County","Females",-1.84,-3.75,-0.13,-2.36,-4.44,-0.42
"New York","Franklin County","Both",-1.62,-3.24,-0.18,-2.37,-4.18,-0.69
"New York","Fulton County","Males",-1.38,-2.72,0.01,-2.29,-3.79,-0.81
"New York","Fulton County","Females",-1.06,-2.88,0.82,-1.72,-3.75,0.36
"New York","Fulton County","Both",-1.22,-2.8,0.4,-2.01,-3.73,-0.27
"New York","Genesee County","Males",-1.28,-2.58,0.08,-2.32,-3.87,-0.82
"New York","Genesee County","Females",-2.09,-3.84,-0.23,-3.07,-5.11,-0.95
"New York","Genesee County","Both",-1.67,-3.2,-0.06,-2.69,-4.53,-0.86
"New York","Greene County","Males",-1.11,-2.46,0.21,-2.13,-3.62,-0.58
"New York","Greene County","Females",-0.79,-2.67,0.96,-2.01,-3.94,0.12
"New York","Greene County","Both",-0.96,-2.56,0.55,-2.07,-3.77,-0.3
"New York","Hamilton County","Males",-1.85,-3.31,-0.37,-3.04,-4.65,-1.51
"New York","Hamilton County","Females",-2.12,-4.08,-0.1,-2.67,-4.9,-0.53
"New York","Hamilton County","Both",-1.98,-3.66,-0.23,-2.86,-4.78,-1.03
"New York","Herkimer County","Males",-1.52,-2.96,-0.13,-2.49,-4.12,-0.88
"New York","Herkimer County","Females",-1.39,-3.31,0.52,-2.1,-4.27,0.06
"New York","Herkimer County","Both",-1.46,-3.12,0.17,-2.3,-4.15,-0.51
"New York","Jefferson County","Males",-1.42,-2.72,0.01,-2.42,-3.93,-0.92
"New York","Jefferson County","Females",-1.89,-3.62,0.01,-2.92,-4.99,-0.72
"New York","Jefferson County","Both",-1.64,-3.15,0.04,-2.66,-4.42,-0.87
"New York","Kings County","Males",-1.34,-2.38,-0.29,-3.56,-4.93,-2.18
"New York","Kings County","Females",-1.93,-3.04,-0.72,-3.61,-5.14,-2.18
"New York","Kings County","Both",-1.6,-2.67,-0.48,-3.58,-5.02,-2.2
"New York","Lewis County","Males",-1.18,-2.58,0.19,-2.03,-3.64,-0.45
"New York","Lewis County","Females",-1.01,-2.92,0.89,-1.76,-3.92,0.49
"New York","Lewis County","Both",-1.1,-2.74,0.51,-1.9,-3.73,-0.04
"New York","Livingston County","Males",-1.45,-2.78,-0.12,-2.57,-4.07,-1.1
"New York","Livingston County","Females",-1.52,-3.32,0.28,-2.28,-4.37,-0.23
"New York","Livingston County","Both",-1.48,-3.01,0.06,-2.43,-4.21,-0.75
"New York","Madison County","Males",-1.23,-2.61,0.25,-2.11,-3.62,-0.41
"New York","Madison County","Females",-1.55,-3.3,0.48,-2.67,-4.67,-0.53
"New York","Madison County","Both",-1.39,-2.97,0.35,-2.38,-4.07,-0.46
"New York","Monroe County","Males",-1.42,-2.68,-0.23,-2.55,-3.9,-1.12
"New York","Monroe County","Females",-2.34,-3.83,-0.96,-3.2,-4.8,-1.44
"New York","Monroe County","Both",-1.86,-3.22,-0.58,-2.85,-4.31,-1.25
"New York","Montgomery County","Males",-1.61,-2.93,-0.22,-2.58,-4.21,-1.13
"New York","Montgomery County","Females",-1.02,-2.77,0.92,-1.74,-3.77,0.24
"New York","Montgomery County","Both",-1.31,-2.83,0.32,-2.16,-3.96,-0.42
"New York","Nassau County","Males",-2.58,-3.84,-1.32,-4.21,-5.6,-2.76
"New York","Nassau County","Females",-2.08,-3.46,-0.73,-3.64,-5.22,-2.03
"New York","Nassau County","Both",-2.33,-3.63,-1,-3.93,-5.39,-2.42
"New York","New York County","Males",-2.83,-4.13,-1.68,-4.16,-5.68,-2.61
"New York","New York County","Females",-2.82,-4.18,-1.56,-4.45,-6.18,-2.73
"New York","New York County","Both",-2.83,-4.14,-1.62,-4.3,-5.88,-2.72
"New York","Niagara County","Males",-1.27,-2.59,-0.03,-2.27,-3.79,-0.81
"New York","Niagara County","Females",-2.12,-3.81,-0.55,-2.87,-4.68,-1.06
"New York","Niagara County","Both",-1.68,-3.17,-0.27,-2.56,-4.2,-0.99
"New York","Oneida County","Males",-1.35,-2.55,-0.08,-2.09,-3.47,-0.75
"New York","Oneida County","Females",-1.59,-3.18,0.11,-2.59,-4.44,-0.73
"New York","Oneida County","Both",-1.46,-2.84,0,-2.33,-3.91,-0.8
"New York","Onondaga County","Males",-1.13,-2.47,0.21,-2.13,-3.56,-0.69
"New York","Onondaga County","Females",-2.44,-4.01,-0.83,-3.96,-5.77,-2.14
"New York","Onondaga County","Both",-1.78,-3.22,-0.3,-3.01,-4.64,-1.41
"New York","Ontario County","Males",-1.92,-3.31,-0.59,-2.92,-4.5,-1.3
"New York","Ontario County","Females",-2.2,-3.98,-0.46,-3.09,-5.12,-1.04
"New York","Ontario County","Both",-2.06,-3.66,-0.51,-3.01,-4.79,-1.3
"New York","Orange County","Males",-1.4,-2.71,-0.12,-2.44,-3.93,-1.05
"New York","Orange County","Females",-2.68,-4.38,-0.95,-3.54,-5.36,-1.66
"New York","Orange County","Both",-1.98,-3.47,-0.52,-2.94,-4.58,-1.35
"New York","Orleans County","Males",-1.2,-2.62,0.03,-2.07,-3.63,-0.62
"New York","Orleans County","Females",-1.57,-3.43,0.13,-2.38,-4.59,-0.33
"New York","Orleans County","Both",-1.37,-3.01,0.08,-2.21,-4.1,-0.55
"New York","Oswego County","Males",-0.83,-2.16,0.51,-1.47,-2.88,-0.05
"New York","Oswego County","Females",-1.72,-3.44,0.08,-3.01,-4.94,-1.08
"New York","Oswego County","Both",-1.26,-2.74,0.3,-2.21,-3.86,-0.56
"New York","Otsego County","Males",-1.61,-2.95,-0.23,-2.66,-4.15,-1.11
"New York","Otsego County","Females",-1.21,-2.95,0.69,-2.19,-4.16,-0.05
"New York","Otsego County","Both",-1.41,-2.9,0.22,-2.43,-4.21,-0.63
"New York","Putnam County","Males",-1.68,-3.28,-0.24,-3.23,-4.93,-1.59
"New York","Putnam County","Females",-2.74,-4.9,-0.82,-4,-6.32,-1.77
"New York","Putnam County","Both",-2.18,-4.07,-0.5,-3.6,-5.61,-1.69
"New York","Queens County","Males",-2.11,-3.26,-0.97,-4,-5.39,-2.7
"New York","Queens County","Females",-2.05,-3.41,-0.73,-3.52,-5.15,-2.07
"New York","Queens County","Both",-2.08,-3.33,-0.86,-3.78,-5.26,-2.4
"New York","Rensselaer County","Males",-1.8,-3.23,-0.45,-2.7,-4.33,-1.12
"New York","Rensselaer County","Females",-1.19,-2.99,0.59,-2.4,-4.41,-0.34
"New York","Rensselaer County","Both",-1.5,-3.1,0.06,-2.55,-4.39,-0.73
"New York","Richmond County","Males",-0.73,-2.04,0.58,-2.5,-4.1,-0.99
"New York","Richmond County","Females",-1.73,-3.29,-0.14,-2.97,-4.94,-1
"New York","Richmond County","Both",-1.22,-2.67,0.25,-2.74,-4.52,-0.96
"New York","Rockland County","Males",-1.42,-2.74,-0.05,-2.87,-4.35,-1.28
"New York","Rockland County","Females",-2.57,-4.3,-0.72,-3.9,-5.93,-1.76
"New York","Rockland County","Both",-1.94,-3.44,-0.37,-3.34,-5.06,-1.56
"New York","St. Lawrence County","Males",-1.29,-2.62,0.07,-2.35,-3.81,-0.77
"New York","St. Lawrence County","Females",-1.22,-2.91,0.58,-1.95,-3.81,0.12
"New York","St. Lawrence County","Both",-1.25,-2.74,0.33,-2.15,-3.79,-0.37
"New York","Saratoga County","Males",-2.68,-4.1,-1.32,-3.61,-5.22,-1.95
"New York","Saratoga County","Females",-1.42,-3.24,0.31,-2.22,-4.27,-0.18
"New York","Saratoga County","Both",-2.05,-3.68,-0.5,-2.91,-4.72,-1.11
"New York","Schenectady County","Males",-1.77,-3.19,-0.36,-2.87,-4.42,-1.42
"New York","Schenectady County","Females",-1.51,-3.33,0.26,-2.29,-4.23,-0.37
"New York","Schenectady County","Both",-1.64,-3.27,-0.07,-2.58,-4.31,-0.9
"New York","Schoharie County","Males",-1.37,-2.72,0,-2.49,-4.1,-0.86
"New York","Schoharie County","Females",-1.2,-2.96,0.53,-2.43,-4.52,-0.36
"New York","Schoharie County","Both",-1.29,-2.86,0.25,-2.46,-4.3,-0.64
"New York","Schuyler County","Males",-1.15,-2.61,0.12,-2.06,-3.61,-0.51
"New York","Schuyler County","Females",-0.79,-2.85,1.01,-1.68,-3.85,0.48
"New York","Schuyler County","Both",-0.98,-2.71,0.55,-1.88,-3.72,-0.08
"New York","Seneca County","Males",-1.11,-2.52,0.11,-1.96,-3.51,-0.54
"New York","Seneca County","Females",-1.04,-2.86,0.63,-1.99,-4.1,-0.08
"New York","Seneca County","Both",-1.07,-2.67,0.36,-1.97,-3.81,-0.36
"New York","Steuben County","Males",-0.99,-2.41,0.45,-2.08,-3.61,-0.54
"New York","Steuben County","Females",-1,-2.86,1.06,-1.67,-3.66,0.43
"New York","Steuben County","Both",-1,-2.67,0.73,-1.88,-3.61,-0.11
"New York","Suffolk County","Males",-1.48,-2.64,-0.37,-2.48,-3.77,-1.14
"New York","Suffolk County","Females",-2.69,-3.96,-1.48,-3.68,-5.17,-2.19
"New York","Suffolk County","Both",-2.07,-3.26,-0.91,-3.07,-4.44,-1.69
"New York","Sullivan County","Males",-0.9,-2.21,0.4,-1.93,-3.49,-0.43
"New York","Sullivan County","Females",-0.35,-2.1,1.36,-1.14,-3.21,0.88
"New York","Sullivan County","Both",-0.64,-2.16,0.86,-1.55,-3.34,0.17
"New York","Tioga County","Males",-1.91,-3.28,-0.44,-3.03,-4.51,-1.41
"New York","Tioga County","Females",-0.91,-2.76,1.14,-1.7,-3.68,0.59
"New York","Tioga County","Both",-1.43,-3,0.3,-2.38,-4.12,-0.55
"New York","Tompkins County","Males",-1.96,-3.58,-0.33,-3.32,-4.94,-1.53
"New York","Tompkins County","Females",-2.36,-4.51,-0.15,-3.56,-5.78,-1.19
"New York","Tompkins County","Both",-2.14,-4,-0.27,-3.43,-5.33,-1.39
"New York","Ulster County","Males",-1.18,-2.53,0.16,-2.28,-3.83,-0.77
"New York","Ulster County","Females",-1.67,-3.37,0.1,-2.67,-4.72,-0.67
"New York","Ulster County","Both",-1.42,-2.93,0.13,-2.47,-4.23,-0.79
"New York","Warren County","Males",-1.53,-2.92,-0.1,-2.52,-4.09,-0.92
"New York","Warren County","Females",-0.85,-2.64,0.99,-1.41,-3.55,0.76
"New York","Warren County","Both",-1.19,-2.75,0.46,-1.98,-3.88,-0.14
"New York","Washington County","Males",-1.47,-2.75,-0.2,-2.32,-3.96,-0.86
"New York","Washington County","Females",-1.02,-2.75,0.75,-1.62,-3.64,0.37
"New York","Washington County","Both",-1.25,-2.73,0.25,-1.98,-3.79,-0.27
"New York","Wayne County","Males",-1.58,-2.99,-0.23,-2.32,-3.8,-0.77
"New York","Wayne County","Females",-1.68,-3.56,0.09,-2.52,-4.6,-0.48
"New York","Wayne County","Both",-1.63,-3.29,-0.08,-2.42,-4.14,-0.65
"New York","Westchester County","Males",-1.7,-3.06,-0.36,-3.61,-5.09,-2.08
"New York","Westchester County","Females",-2.43,-3.97,-0.89,-4.29,-6.06,-2.48
"New York","Westchester County","Both",-2.05,-3.48,-0.62,-3.94,-5.56,-2.25
"New York","Wyoming County","Males",-1.18,-2.36,0.12,-2.49,-3.98,-0.99
"New York","Wyoming County","Females",-1.12,-2.79,0.66,-1.81,-3.79,0.19
"New York","Wyoming County","Both",-1.15,-2.56,0.34,-2.16,-3.81,-0.44
"New York","Yates County","Males",-1.5,-2.81,-0.14,-2.34,-3.89,-0.77
"New York","Yates County","Females",-1.22,-2.98,0.65,-2.23,-4.26,-0.02
"New York","Yates County","Both",-1.36,-2.88,0.25,-2.28,-4.01,-0.37
"North Carolina","","Males",-1.62,-1.84,-1.4,-2.82,-3.03,-2.57
"North Carolina","","Females",-1.06,-1.31,-0.79,-2.02,-2.29,-1.73
"North Carolina","","Both",-1.37,-1.6,-1.12,-2.46,-2.68,-2.2
"North Carolina","Alamance County","Males",-1.56,-2.8,-0.36,-3,-4.27,-1.68
"North Carolina","Alamance County","Females",-0.4,-1.98,1.11,-1.29,-2.99,0.43
"North Carolina","Alamance County","Both",-1.02,-2.39,0.29,-2.21,-3.67,-0.76
"North Carolina","Alexander County","Males",-0.81,-2.14,0.46,-1.33,-2.79,0.02
"North Carolina","Alexander County","Females",-1.22,-3.1,0.6,-1.97,-4.04,0
"North Carolina","Alexander County","Both",-0.99,-2.54,0.54,-1.61,-3.31,-0.02
"North Carolina","Alleghany County","Males",-1.34,-2.7,-0.05,-2.27,-3.78,-0.73
"North Carolina","Alleghany County","Females",-0.7,-2.61,1.11,-1.41,-3.5,0.65
"North Carolina","Alleghany County","Both",-1.03,-2.66,0.49,-1.86,-3.64,-0.09
"North Carolina","Anson County","Males",-0.87,-2.15,0.32,-1.94,-3.53,-0.59
"North Carolina","Anson County","Females",-0.54,-2.48,1.3,-1.49,-3.83,0.5
"North Carolina","Anson County","Both",-0.73,-2.26,0.73,-1.75,-3.68,-0.14
"North Carolina","Ashe County","Males",-1.29,-2.62,-0.07,-2.16,-3.64,-0.76
"North Carolina","Ashe County","Females",-0.79,-2.59,0.91,-1.56,-3.41,0.36
"North Carolina","Ashe County","Both",-1.05,-2.6,0.37,-1.87,-3.54,-0.28
"North Carolina","Avery County","Males",-1.34,-2.57,-0.04,-2.3,-3.69,-0.77
"North Carolina","Avery County","Females",-0.51,-2.26,1.43,-1.27,-3.25,0.89
"North Carolina","Avery County","Both",-0.96,-2.44,0.57,-1.83,-3.5,-0.02
"North Carolina","Beaufort County","Males",-1.02,-2.27,0.21,-2.1,-3.51,-0.74
"North Carolina","Beaufort County","Females",-0.83,-2.53,0.96,-1.59,-3.48,0.38
"North Carolina","Beaufort County","Both",-0.94,-2.36,0.52,-1.88,-3.44,-0.3
"North Carolina","Bertie County","Males",-0.41,-1.65,0.95,-1.62,-3.04,-0.07
"North Carolina","Bertie County","Females",-0.11,-2.1,2.08,-0.97,-3.08,1.45
"North Carolina","Bertie County","Both",-0.3,-1.83,1.34,-1.37,-3.04,0.43
"North Carolina","Bladen County","Males",-1.17,-2.51,0.04,-2.44,-3.97,-1.01
"North Carolina","Bladen County","Females",0.26,-1.57,2.02,-0.51,-2.52,1.7
"North Carolina","Bladen County","Both",-0.55,-2.1,0.85,-1.6,-3.35,0.13
"North Carolina","Brunswick County","Males",-1.57,-2.82,-0.22,-2.63,-3.97,-1.33
"North Carolina","Brunswick County","Females",-0.84,-2.45,0.83,-1.65,-3.43,0.1
"North Carolina","Brunswick County","Both",-1.22,-2.64,0.28,-2.17,-3.7,-0.65
"North Carolina","Buncombe County","Males",-1.2,-2.35,-0.09,-2.36,-3.73,-1.04
"North Carolina","Buncombe County","Females",-2.03,-3.51,-0.58,-2.96,-4.7,-1.32
"North Carolina","Buncombe County","Both",-1.57,-2.87,-0.31,-2.63,-4.17,-1.17
"North Carolina","Burke County","Males",-1.15,-2.36,0.01,-1.86,-3.24,-0.51
"North Carolina","Burke County","Females",-0.97,-2.53,0.55,-1.34,-3.2,0.38
"North Carolina","Burke County","Both",-1.06,-2.43,0.25,-1.62,-3.16,-0.08
"North Carolina","Cabarrus County","Males",-1.76,-3.01,-0.63,-3.25,-4.65,-1.88
"North Carolina","Cabarrus County","Females",-0.92,-2.54,0.6,-1.75,-3.53,0.01
"North Carolina","Cabarrus County","Both",-1.39,-2.78,-0.08,-2.57,-4.1,-1.04
"North Carolina","Caldwell County","Males",-0.93,-2.07,0.23,-1.37,-2.66,-0.08
"North Carolina","Caldwell County","Females",-0.41,-1.95,1.17,-0.81,-2.5,0.97
"North Carolina","Caldwell County","Both",-0.69,-2.01,0.63,-1.11,-2.58,0.36
"North Carolina","Camden County","Males",-1.84,-3.22,-0.48,-2.66,-4.19,-1.09
"North Carolina","Camden County","Females",0.09,-1.8,2,-0.85,-3.04,1.27
"North Carolina","Camden County","Both",-0.95,-2.55,0.65,-1.82,-3.65,0
"North Carolina","Carteret County","Males",-1.35,-2.7,-0.09,-2.34,-3.76,-0.94
"North Carolina","Carteret County","Females",-0.45,-2.3,1.22,-1.63,-3.55,0.34
"North Carolina","Carteret County","Both",-0.94,-2.5,0.5,-2.01,-3.62,-0.37
"North Carolina","Caswell County","Males",-0.79,-1.98,0.38,-2.02,-3.4,-0.68
"North Carolina","Caswell County","Females",0.34,-1.41,2.15,-0.72,-2.82,1.31
"North Carolina","Caswell County","Both",-0.31,-1.73,1.13,-1.45,-3.14,0.18
"North Carolina","Catawba County","Males",-1.14,-2.31,-0.01,-1.94,-3.26,-0.71
"North Carolina","Catawba County","Females",-1.57,-3.15,-0.11,-2.38,-4.16,-0.74
"North Carolina","Catawba County","Both",-1.34,-2.7,-0.05,-2.14,-3.63,-0.76
"North Carolina","Chatham County","Males",-1.99,-3.3,-0.65,-3.68,-5.15,-2.15
"North Carolina","Chatham County","Females",-0.77,-2.72,1.14,-2.11,-4.18,0.02
"North Carolina","Chatham County","Both",-1.47,-3.03,0.08,-3,-4.7,-1.21
"North Carolina","Cherokee County","Males",-0.98,-2.27,0.3,-2.07,-3.66,-0.66
"North Carolina","Cherokee County","Females",-0.93,-2.68,0.87,-2.28,-4.39,-0.2
"North Carolina","Cherokee County","Both",-0.96,-2.43,0.57,-2.17,-3.95,-0.51
"North Carolina","Chowan County","Males",-0.5,-1.8,0.77,-1.58,-2.99,-0.09
"North Carolina","Chowan County","Females",-0.2,-2.19,1.78,-0.98,-3.13,1.24
"North Carolina","Chowan County","Both",-0.38,-1.95,1.2,-1.33,-3.04,0.4
"North Carolina","Clay County","Males",-1.44,-2.82,-0.03,-2.64,-4.26,-1.2
"North Carolina","Clay County","Females",-0.76,-2.66,1.16,-2.04,-4.19,-0.01
"North Carolina","Clay County","Both",-1.12,-2.75,0.54,-2.35,-4.21,-0.66
"North Carolina","Cleveland County","Males",-1.09,-2.3,0.07,-1.96,-3.4,-0.65
"North Carolina","Cleveland County","Females",-0.86,-2.42,0.65,-1.99,-3.77,-0.15
"North Carolina","Cleveland County","Both",-0.98,-2.35,0.35,-1.97,-3.55,-0.44
"North Carolina","Columbus County","Males",-0.99,-2.16,0.23,-2.29,-3.76,-0.9
"North Carolina","Columbus County","Females",-0.37,-2.06,1.39,-1.36,-3.35,0.61
"North Carolina","Columbus County","Both",-0.72,-2.13,0.74,-1.89,-3.58,-0.28
"North Carolina","Craven County","Males",-1.11,-2.45,0.17,-2.12,-3.56,-0.73
"North Carolina","Craven County","Females",-0.51,-2.32,1.2,-1.52,-3.47,0.49
"North Carolina","Craven County","Both",-0.85,-2.41,0.6,-1.86,-3.49,-0.26
"North Carolina","Cumberland County","Males",-1.66,-2.85,-0.5,-3.01,-4.41,-1.71
